codigo,item,rubro,subrubro,deposito,stock,precioLista,precioTransfer,precioSImp,precio3cuotas,fotos,talles,bordados,descripcion,textiles
L-OF-PAN-CBAL77,Cargo Balance D GRIS TOPO 40,PRODUCTO OFFICE,PANTALON,ECOMMERCE,7,"$64,990.00","$55,241.50","$53,710.74","$21,663.33",pantalon-cargo-balance-dama/pantalon-cargo-balance-dama-gristopo-1,pantalon-cargo-balance-hombre.jpg,pantalon-cargo.jpg,"Pantalón cargo femenino con corte moderno y funcional, diseñado para brindar comodidad, resistencia y libertad de movimiento. Posee bolsillos laterales con tabla y cierre con velcro, pinza trasera y costura cañón que estilizan la silueta. Incluye bolsillo trasero con tapa y bolsillos aplicados en el delantero, ofreciendo gran capacidad de guardado. La cintura con pasacintos permite un ajuste personalizado. Confeccionado en gabardina con spandex, que combina elasticidad y durabilidad para un calce cómodo y resistente. Ideal para uniformes o uso urbano con estilo profesional.","GABARDINA C/SPANDEX 8,2 OZ - 98%ALGODÓN 2%ELASTANO"
L-OF-PAN-CBAL78,Cargo Balance D GRIS TOPO 42,PRODUCTO OFFICE,PANTALON,ECOMMERCE,7,"$64,990.00","$55,241.50","$53,710.74","$21,663.33",pantalon-cargo-balance-dama/pantalon-cargo-balance-dama-gristopo-1,pantalon-cargo-balance-hombre.jpg,pantalon-cargo.jpg,"Pantalón cargo femenino con corte moderno y funcional, diseñado para brindar comodidad, resistencia y libertad de movimiento. Posee bolsillos laterales con tabla y cierre con velcro, pinza trasera y costura cañón que estilizan la silueta. Incluye bolsillo trasero con tapa y bolsillos aplicados en el delantero, ofreciendo gran capacidad de guardado. La cintura con pasacintos permite un ajuste personalizado. Confeccionado en gabardina con spandex, que combina elasticidad y durabilidad para un calce cómodo y resistente. Ideal para uniformes o uso urbano con estilo profesional.","GABARDINA C/SPANDEX 8,2 OZ - 98%ALGODÓN 2%ELASTANO"
L-OF-PAN-CBAL79,Cargo Balance D GRIS TOPO 44,PRODUCTO OFFICE,PANTALON,ECOMMERCE,8,"$64,990.00","$55,241.50","$53,710.74","$21,663.33",pantalon-cargo-balance-dama/pantalon-cargo-balance-dama-gristopo-1,pantalon-cargo-balance-hombre.jpg,pantalon-cargo.jpg,"Pantalón cargo femenino con corte moderno y funcional, diseñado para brindar comodidad, resistencia y libertad de movimiento. Posee bolsillos laterales con tabla y cierre con velcro, pinza trasera y costura cañón que estilizan la silueta. Incluye bolsillo trasero con tapa y bolsillos aplicados en el delantero, ofreciendo gran capacidad de guardado. La cintura con pasacintos permite un ajuste personalizado. Confeccionado en gabardina con spandex, que combina elasticidad y durabilidad para un calce cómodo y resistente. Ideal para uniformes o uso urbano con estilo profesional.","GABARDINA C/SPANDEX 8,2 OZ - 98%ALGODÓN 2%ELASTANO"
L-OF-PAN-CBAL80,Cargo Balance D GRIS TOPO 46,PRODUCTO OFFICE,PANTALON,ECOMMERCE,4,"$64,990.00","$55,241.50","$53,710.74","$21,663.33",pantalon-cargo-balance-dama/pantalon-cargo-balance-dama-gristopo-1,pantalon-cargo-balance-hombre.jpg,pantalon-cargo.jpg,"Pantalón cargo femenino con corte moderno y funcional, diseñado para brindar comodidad, resistencia y libertad de movimiento. Posee bolsillos laterales con tabla y cierre con velcro, pinza trasera y costura cañón que estilizan la silueta. Incluye bolsillo trasero con tapa y bolsillos aplicados en el delantero, ofreciendo gran capacidad de guardado. La cintura con pasacintos permite un ajuste personalizado. Confeccionado en gabardina con spandex, que combina elasticidad y durabilidad para un calce cómodo y resistente. Ideal para uniformes o uso urbano con estilo profesional.","GABARDINA C/SPANDEX 8,2 OZ - 98%ALGODÓN 2%ELASTANO"
L-OF-PAN-CBAL81,Cargo Balance D GRIS TOPO 48,PRODUCTO OFFICE,PANTALON,ECOMMERCE,2,"$64,990.00","$55,241.50","$53,710.74","$21,663.33",pantalon-cargo-balance-dama/pantalon-cargo-balance-dama-gristopo-1,pantalon-cargo-balance-hombre.jpg,pantalon-cargo.jpg,"Pantalón cargo femenino con corte moderno y funcional, diseñado para brindar comodidad, resistencia y libertad de movimiento. Posee bolsillos laterales con tabla y cierre con velcro, pinza trasera y costura cañón que estilizan la silueta. Incluye bolsillo trasero con tapa y bolsillos aplicados en el delantero, ofreciendo gran capacidad de guardado. La cintura con pasacintos permite un ajuste personalizado. Confeccionado en gabardina con spandex, que combina elasticidad y durabilidad para un calce cómodo y resistente. Ideal para uniformes o uso urbano con estilo profesional.","GABARDINA C/SPANDEX 8,2 OZ - 98%ALGODÓN 2%ELASTANO"
L-OF-PAN-CBAL82,Cargo Balance D GRIS TOPO 50,PRODUCTO OFFICE,PANTALON,ECOMMERCE,2,"$64,990.00","$55,241.50","$53,710.74","$21,663.33",pantalon-cargo-balance-dama/pantalon-cargo-balance-dama-gristopo-1,pantalon-cargo-balance-hombre.jpg,pantalon-cargo.jpg,"Pantalón cargo femenino con corte moderno y funcional, diseñado para brindar comodidad, resistencia y libertad de movimiento. Posee bolsillos laterales con tabla y cierre con velcro, pinza trasera y costura cañón que estilizan la silueta. Incluye bolsillo trasero con tapa y bolsillos aplicados en el delantero, ofreciendo gran capacidad de guardado. La cintura con pasacintos permite un ajuste personalizado. Confeccionado en gabardina con spandex, que combina elasticidad y durabilidad para un calce cómodo y resistente. Ideal para uniformes o uso urbano con estilo profesional.","GABARDINA C/SPANDEX 8,2 OZ - 98%ALGODÓN 2%ELASTANO"
L-OF-PAN-CBAL45,Cargo Balance Dama AZUL MARINO 36,PRODUCTO OFFICE,PANTALON,ECOMMERCE,2,"$64,990.00","$55,241.50","$53,710.74","$21,663.33",pantalon-cargo-balance-dama/pantalon-cargo-balance-dama-azulmarino-1,pantalon-cargo-balance-hombre.jpg,pantalon-cargo.jpg,"Pantalón cargo femenino con corte moderno y funcional, diseñado para brindar comodidad, resistencia y libertad de movimiento. Posee bolsillos laterales con tabla y cierre con velcro, pinza trasera y costura cañón que estilizan la silueta. Incluye bolsillo trasero con tapa y bolsillos aplicados en el delantero, ofreciendo gran capacidad de guardado. La cintura con pasacintos permite un ajuste personalizado. Confeccionado en gabardina con spandex, que combina elasticidad y durabilidad para un calce cómodo y resistente. Ideal para uniformes o uso urbano con estilo profesional.","GABARDINA C/SPANDEX 8,2 OZ - 98%ALGODÓN 2%ELASTANO"
L-OF-PAN-CBAL46,Cargo Balance Dama AZUL MARINO 38,PRODUCTO OFFICE,PANTALON,ECOMMERCE,7,"$64,990.00","$55,241.50","$53,710.74","$21,663.33",pantalon-cargo-balance-dama/pantalon-cargo-balance-dama-azulmarino-1,pantalon-cargo-balance-hombre.jpg,pantalon-cargo.jpg,"Pantalón cargo femenino con corte moderno y funcional, diseñado para brindar comodidad, resistencia y libertad de movimiento. Posee bolsillos laterales con tabla y cierre con velcro, pinza trasera y costura cañón que estilizan la silueta. Incluye bolsillo trasero con tapa y bolsillos aplicados en el delantero, ofreciendo gran capacidad de guardado. La cintura con pasacintos permite un ajuste personalizado. Confeccionado en gabardina con spandex, que combina elasticidad y durabilidad para un calce cómodo y resistente. Ideal para uniformes o uso urbano con estilo profesional.","GABARDINA C/SPANDEX 8,2 OZ - 98%ALGODÓN 2%ELASTANO"
L-OF-PAN-CBAL47,Cargo Balance Dama AZUL MARINO 40,PRODUCTO OFFICE,PANTALON,ECOMMERCE,7,"$64,990.00","$55,241.50","$53,710.74","$21,663.33",pantalon-cargo-balance-dama/pantalon-cargo-balance-dama-azulmarino-1,pantalon-cargo-balance-hombre.jpg,pantalon-cargo.jpg,"Pantalón cargo femenino con corte moderno y funcional, diseñado para brindar comodidad, resistencia y libertad de movimiento. Posee bolsillos laterales con tabla y cierre con velcro, pinza trasera y costura cañón que estilizan la silueta. Incluye bolsillo trasero con tapa y bolsillos aplicados en el delantero, ofreciendo gran capacidad de guardado. La cintura con pasacintos permite un ajuste personalizado. Confeccionado en gabardina con spandex, que combina elasticidad y durabilidad para un calce cómodo y resistente. Ideal para uniformes o uso urbano con estilo profesional.","GABARDINA C/SPANDEX 8,2 OZ - 98%ALGODÓN 2%ELASTANO"
L-OF-PAN-CBAL48,Cargo Balance Dama AZUL MARINO 42,PRODUCTO OFFICE,PANTALON,ECOMMERCE,8,"$64,990.00","$55,241.50","$53,710.74","$21,663.33",pantalon-cargo-balance-dama/pantalon-cargo-balance-dama-azulmarino-1,pantalon-cargo-balance-hombre.jpg,pantalon-cargo.jpg,"Pantalón cargo femenino con corte moderno y funcional, diseñado para brindar comodidad, resistencia y libertad de movimiento. Posee bolsillos laterales con tabla y cierre con velcro, pinza trasera y costura cañón que estilizan la silueta. Incluye bolsillo trasero con tapa y bolsillos aplicados en el delantero, ofreciendo gran capacidad de guardado. La cintura con pasacintos permite un ajuste personalizado. Confeccionado en gabardina con spandex, que combina elasticidad y durabilidad para un calce cómodo y resistente. Ideal para uniformes o uso urbano con estilo profesional.","GABARDINA C/SPANDEX 8,2 OZ - 98%ALGODÓN 2%ELASTANO"
L-OF-PAN-CBAL49,Cargo Balance Dama AZUL MARINO 44,PRODUCTO OFFICE,PANTALON,ECOMMERCE,8,"$64,990.00","$55,241.50","$53,710.74","$21,663.33",pantalon-cargo-balance-dama/pantalon-cargo-balance-dama-azulmarino-1,pantalon-cargo-balance-hombre.jpg,pantalon-cargo.jpg,"Pantalón cargo femenino con corte moderno y funcional, diseñado para brindar comodidad, resistencia y libertad de movimiento. Posee bolsillos laterales con tabla y cierre con velcro, pinza trasera y costura cañón que estilizan la silueta. Incluye bolsillo trasero con tapa y bolsillos aplicados en el delantero, ofreciendo gran capacidad de guardado. La cintura con pasacintos permite un ajuste personalizado. Confeccionado en gabardina con spandex, que combina elasticidad y durabilidad para un calce cómodo y resistente. Ideal para uniformes o uso urbano con estilo profesional.","GABARDINA C/SPANDEX 8,2 OZ - 98%ALGODÓN 2%ELASTANO"
L-OF-PAN-CBAL50,Cargo Balance Dama AZUL MARINO 46,PRODUCTO OFFICE,PANTALON,ECOMMERCE,4,"$64,990.00","$55,241.50","$53,710.74","$21,663.33",pantalon-cargo-balance-dama/pantalon-cargo-balance-dama-azulmarino-1,pantalon-cargo-balance-hombre.jpg,pantalon-cargo.jpg,"Pantalón cargo femenino con corte moderno y funcional, diseñado para brindar comodidad, resistencia y libertad de movimiento. Posee bolsillos laterales con tabla y cierre con velcro, pinza trasera y costura cañón que estilizan la silueta. Incluye bolsillo trasero con tapa y bolsillos aplicados en el delantero, ofreciendo gran capacidad de guardado. La cintura con pasacintos permite un ajuste personalizado. Confeccionado en gabardina con spandex, que combina elasticidad y durabilidad para un calce cómodo y resistente. Ideal para uniformes o uso urbano con estilo profesional.","GABARDINA C/SPANDEX 8,2 OZ - 98%ALGODÓN 2%ELASTANO"
L-OF-PAN-CBAL51,Cargo Balance Dama AZUL MARINO 48,PRODUCTO OFFICE,PANTALON,ECOMMERCE,2,"$64,990.00","$55,241.50","$53,710.74","$21,663.33",pantalon-cargo-balance-dama/pantalon-cargo-balance-dama-azulmarino-1,pantalon-cargo-balance-hombre.jpg,pantalon-cargo.jpg,"Pantalón cargo femenino con corte moderno y funcional, diseñado para brindar comodidad, resistencia y libertad de movimiento. Posee bolsillos laterales con tabla y cierre con velcro, pinza trasera y costura cañón que estilizan la silueta. Incluye bolsillo trasero con tapa y bolsillos aplicados en el delantero, ofreciendo gran capacidad de guardado. La cintura con pasacintos permite un ajuste personalizado. Confeccionado en gabardina con spandex, que combina elasticidad y durabilidad para un calce cómodo y resistente. Ideal para uniformes o uso urbano con estilo profesional.","GABARDINA C/SPANDEX 8,2 OZ - 98%ALGODÓN 2%ELASTANO"
L-OF-PAN-CBAL52,Cargo Balance Dama AZUL MARINO 50,PRODUCTO OFFICE,PANTALON,ECOMMERCE,2,"$64,990.00","$55,241.50","$53,710.74","$21,663.33",pantalon-cargo-balance-dama/pantalon-cargo-balance-dama-azulmarino-1,pantalon-cargo-balance-hombre.jpg,pantalon-cargo.jpg,"Pantalón cargo femenino con corte moderno y funcional, diseñado para brindar comodidad, resistencia y libertad de movimiento. Posee bolsillos laterales con tabla y cierre con velcro, pinza trasera y costura cañón que estilizan la silueta. Incluye bolsillo trasero con tapa y bolsillos aplicados en el delantero, ofreciendo gran capacidad de guardado. La cintura con pasacintos permite un ajuste personalizado. Confeccionado en gabardina con spandex, que combina elasticidad y durabilidad para un calce cómodo y resistente. Ideal para uniformes o uso urbano con estilo profesional.","GABARDINA C/SPANDEX 8,2 OZ - 98%ALGODÓN 2%ELASTANO"
L-OF-PAN-CBAL34,Cargo Balance Dama NEGRO 36,PRODUCTO OFFICE,PANTALON,ECOMMERCE,2,"$64,990.00","$55,241.50","$53,710.74","$21,663.33",pantalon-cargo-balance-dama/pantalon-cargo-balance-dama-negro-1,pantalon-cargo-balance-hombre.jpg,pantalon-cargo.jpg,"Pantalón cargo femenino con corte moderno y funcional, diseñado para brindar comodidad, resistencia y libertad de movimiento. Posee bolsillos laterales con tabla y cierre con velcro, pinza trasera y costura cañón que estilizan la silueta. Incluye bolsillo trasero con tapa y bolsillos aplicados en el delantero, ofreciendo gran capacidad de guardado. La cintura con pasacintos permite un ajuste personalizado. Confeccionado en gabardina con spandex, que combina elasticidad y durabilidad para un calce cómodo y resistente. Ideal para uniformes o uso urbano con estilo profesional.","GABARDINA C/SPANDEX 8,2 OZ - 98%ALGODÓN 2%ELASTANO"
L-OF-PAN-CBAL35,Cargo Balance Dama NEGRO 38,PRODUCTO OFFICE,PANTALON,ECOMMERCE,9,"$64,990.00","$55,241.50","$53,710.74","$21,663.33",pantalon-cargo-balance-dama/pantalon-cargo-balance-dama-negro-1,pantalon-cargo-balance-hombre.jpg,pantalon-cargo.jpg,"Pantalón cargo femenino con corte moderno y funcional, diseñado para brindar comodidad, resistencia y libertad de movimiento. Posee bolsillos laterales con tabla y cierre con velcro, pinza trasera y costura cañón que estilizan la silueta. Incluye bolsillo trasero con tapa y bolsillos aplicados en el delantero, ofreciendo gran capacidad de guardado. La cintura con pasacintos permite un ajuste personalizado. Confeccionado en gabardina con spandex, que combina elasticidad y durabilidad para un calce cómodo y resistente. Ideal para uniformes o uso urbano con estilo profesional.","GABARDINA C/SPANDEX 8,2 OZ - 98%ALGODÓN 2%ELASTANO"
L-OF-PAN-CBAL36,Cargo Balance Dama NEGRO 40,PRODUCTO OFFICE,PANTALON,ECOMMERCE,8,"$64,990.00","$55,241.50","$53,710.74","$21,663.33",pantalon-cargo-balance-dama/pantalon-cargo-balance-dama-negro-1,pantalon-cargo-balance-hombre.jpg,pantalon-cargo.jpg,"Pantalón cargo femenino con corte moderno y funcional, diseñado para brindar comodidad, resistencia y libertad de movimiento. Posee bolsillos laterales con tabla y cierre con velcro, pinza trasera y costura cañón que estilizan la silueta. Incluye bolsillo trasero con tapa y bolsillos aplicados en el delantero, ofreciendo gran capacidad de guardado. La cintura con pasacintos permite un ajuste personalizado. Confeccionado en gabardina con spandex, que combina elasticidad y durabilidad para un calce cómodo y resistente. Ideal para uniformes o uso urbano con estilo profesional.","GABARDINA C/SPANDEX 8,2 OZ - 98%ALGODÓN 2%ELASTANO"
L-OF-PAN-CBAL37,Cargo Balance Dama NEGRO 42,PRODUCTO OFFICE,PANTALON,ECOMMERCE,9,"$64,990.00","$55,241.50","$53,710.74","$21,663.33",pantalon-cargo-balance-dama/pantalon-cargo-balance-dama-negro-1,pantalon-cargo-balance-hombre.jpg,pantalon-cargo.jpg,"Pantalón cargo femenino con corte moderno y funcional, diseñado para brindar comodidad, resistencia y libertad de movimiento. Posee bolsillos laterales con tabla y cierre con velcro, pinza trasera y costura cañón que estilizan la silueta. Incluye bolsillo trasero con tapa y bolsillos aplicados en el delantero, ofreciendo gran capacidad de guardado. La cintura con pasacintos permite un ajuste personalizado. Confeccionado en gabardina con spandex, que combina elasticidad y durabilidad para un calce cómodo y resistente. Ideal para uniformes o uso urbano con estilo profesional.","GABARDINA C/SPANDEX 8,2 OZ - 98%ALGODÓN 2%ELASTANO"
L-OF-PAN-CBAL38,Cargo Balance Dama NEGRO 44,PRODUCTO OFFICE,PANTALON,ECOMMERCE,9,"$64,990.00","$55,241.50","$53,710.74","$21,663.33",pantalon-cargo-balance-dama/pantalon-cargo-balance-dama-negro-1,pantalon-cargo-balance-hombre.jpg,pantalon-cargo.jpg,"Pantalón cargo femenino con corte moderno y funcional, diseñado para brindar comodidad, resistencia y libertad de movimiento. Posee bolsillos laterales con tabla y cierre con velcro, pinza trasera y costura cañón que estilizan la silueta. Incluye bolsillo trasero con tapa y bolsillos aplicados en el delantero, ofreciendo gran capacidad de guardado. La cintura con pasacintos permite un ajuste personalizado. Confeccionado en gabardina con spandex, que combina elasticidad y durabilidad para un calce cómodo y resistente. Ideal para uniformes o uso urbano con estilo profesional.","GABARDINA C/SPANDEX 8,2 OZ - 98%ALGODÓN 2%ELASTANO"
L-OF-PAN-CBAL39,Cargo Balance Dama NEGRO 46,PRODUCTO OFFICE,PANTALON,ECOMMERCE,5,"$64,990.00","$55,241.50","$53,710.74","$21,663.33",pantalon-cargo-balance-dama/pantalon-cargo-balance-dama-negro-1,pantalon-cargo-balance-hombre.jpg,pantalon-cargo.jpg,"Pantalón cargo femenino con corte moderno y funcional, diseñado para brindar comodidad, resistencia y libertad de movimiento. Posee bolsillos laterales con tabla y cierre con velcro, pinza trasera y costura cañón que estilizan la silueta. Incluye bolsillo trasero con tapa y bolsillos aplicados en el delantero, ofreciendo gran capacidad de guardado. La cintura con pasacintos permite un ajuste personalizado. Confeccionado en gabardina con spandex, que combina elasticidad y durabilidad para un calce cómodo y resistente. Ideal para uniformes o uso urbano con estilo profesional.","GABARDINA C/SPANDEX 8,2 OZ - 98%ALGODÓN 2%ELASTANO"
L-OF-PAN-CBAL40,Cargo Balance Dama NEGRO 48,PRODUCTO OFFICE,PANTALON,ECOMMERCE,2,"$64,990.00","$55,241.50","$53,710.74","$21,663.33",pantalon-cargo-balance-dama/pantalon-cargo-balance-dama-negro-1,pantalon-cargo-balance-hombre.jpg,pantalon-cargo.jpg,"Pantalón cargo femenino con corte moderno y funcional, diseñado para brindar comodidad, resistencia y libertad de movimiento. Posee bolsillos laterales con tabla y cierre con velcro, pinza trasera y costura cañón que estilizan la silueta. Incluye bolsillo trasero con tapa y bolsillos aplicados en el delantero, ofreciendo gran capacidad de guardado. La cintura con pasacintos permite un ajuste personalizado. Confeccionado en gabardina con spandex, que combina elasticidad y durabilidad para un calce cómodo y resistente. Ideal para uniformes o uso urbano con estilo profesional.","GABARDINA C/SPANDEX 8,2 OZ - 98%ALGODÓN 2%ELASTANO"
L-OF-PAN-CBAL41,Cargo Balance Dama NEGRO 50,PRODUCTO OFFICE,PANTALON,ECOMMERCE,3,"$64,990.00","$55,241.50","$53,710.74","$21,663.33",pantalon-cargo-balance-dama/pantalon-cargo-balance-dama-negro-1,pantalon-cargo-balance-hombre.jpg,pantalon-cargo.jpg,"Pantalón cargo femenino con corte moderno y funcional, diseñado para brindar comodidad, resistencia y libertad de movimiento. Posee bolsillos laterales con tabla y cierre con velcro, pinza trasera y costura cañón que estilizan la silueta. Incluye bolsillo trasero con tapa y bolsillos aplicados en el delantero, ofreciendo gran capacidad de guardado. La cintura con pasacintos permite un ajuste personalizado. Confeccionado en gabardina con spandex, que combina elasticidad y durabilidad para un calce cómodo y resistente. Ideal para uniformes o uso urbano con estilo profesional.","GABARDINA C/SPANDEX 8,2 OZ - 98%ALGODÓN 2%ELASTANO"
L-OF-PAN-CBAL15,Cargo Balance H AZUL MAR 42,PRODUCTO OFFICE,PANTALON,ECOMMERCE,20,"$69,990.00","$59,491.50","$57,842.98","$23,330.00",pantalon-cargo-balance-hombre/pantalon-cargo-balance-hombre-azulmarino-1,pantalon-cargo-balance-hombre.jpg,pantalon-cargo.jpg,"Pantalón cargo de corte moderno, pensado para ofrecer comodidad, resistencia y movilidad durante la jornada laboral. Cuenta con bolsillos laterales aplicados con tabla, bolsillo trasero con tapa y ojal, y costura cañón para un acabado más firme. La cintura con pasacintos permite un ajuste seguro, mientras que los cierres de velcro en los bolsillos aportan practicidad. Confeccionado en gabardina con spandex, que combina elasticidad y durabilidad para un calce confortable y funcional. Ideal para uniformes de trabajo o uso urbano con estilo profesional.","GABARDINA C/SPANDEX 8,2 OZ - 98%ALGODÓN 2%ELASTANO"
L-OF-PAN-CBAL16,Cargo Balance H AZUL MAR 44,PRODUCTO OFFICE,PANTALON,ECOMMERCE,38,"$69,990.00","$59,491.50","$57,842.98","$23,330.00",pantalon-cargo-balance-hombre/pantalon-cargo-balance-hombre-azulmarino-1,pantalon-cargo-balance-hombre.jpg,pantalon-cargo.jpg,"Pantalón cargo de corte moderno, pensado para ofrecer comodidad, resistencia y movilidad durante la jornada laboral. Cuenta con bolsillos laterales aplicados con tabla, bolsillo trasero con tapa y ojal, y costura cañón para un acabado más firme. La cintura con pasacintos permite un ajuste seguro, mientras que los cierres de velcro en los bolsillos aportan practicidad. Confeccionado en gabardina con spandex, que combina elasticidad y durabilidad para un calce confortable y funcional. Ideal para uniformes de trabajo o uso urbano con estilo profesional.","GABARDINA C/SPANDEX 8,2 OZ - 98%ALGODÓN 2%ELASTANO"
L-OF-PAN-CBAL17,Cargo Balance H AZUL MAR 46,PRODUCTO OFFICE,PANTALON,ECOMMERCE,30,"$69,990.00","$59,491.50","$57,842.98","$23,330.00",pantalon-cargo-balance-hombre/pantalon-cargo-balance-hombre-azulmarino-1,pantalon-cargo-balance-hombre.jpg,pantalon-cargo.jpg,"Pantalón cargo de corte moderno, pensado para ofrecer comodidad, resistencia y movilidad durante la jornada laboral. Cuenta con bolsillos laterales aplicados con tabla, bolsillo trasero con tapa y ojal, y costura cañón para un acabado más firme. La cintura con pasacintos permite un ajuste seguro, mientras que los cierres de velcro en los bolsillos aportan practicidad. Confeccionado en gabardina con spandex, que combina elasticidad y durabilidad para un calce confortable y funcional. Ideal para uniformes de trabajo o uso urbano con estilo profesional.","GABARDINA C/SPANDEX 8,2 OZ - 98%ALGODÓN 2%ELASTANO"
L-OF-PAN-CBAL18,Cargo Balance H AZUL MAR 48,PRODUCTO OFFICE,PANTALON,ECOMMERCE,20,"$69,990.00","$59,491.50","$57,842.98","$23,330.00",pantalon-cargo-balance-hombre/pantalon-cargo-balance-hombre-azulmarino-1,pantalon-cargo-balance-hombre.jpg,pantalon-cargo.jpg,"Pantalón cargo de corte moderno, pensado para ofrecer comodidad, resistencia y movilidad durante la jornada laboral. Cuenta con bolsillos laterales aplicados con tabla, bolsillo trasero con tapa y ojal, y costura cañón para un acabado más firme. La cintura con pasacintos permite un ajuste seguro, mientras que los cierres de velcro en los bolsillos aportan practicidad. Confeccionado en gabardina con spandex, que combina elasticidad y durabilidad para un calce confortable y funcional. Ideal para uniformes de trabajo o uso urbano con estilo profesional.","GABARDINA C/SPANDEX 8,2 OZ - 98%ALGODÓN 2%ELASTANO"
L-OF-PAN-CBAL19,Cargo Balance H AZUL MAR 50,PRODUCTO OFFICE,PANTALON,ECOMMERCE,18,"$69,990.00","$59,491.50","$57,842.98","$23,330.00",pantalon-cargo-balance-hombre/pantalon-cargo-balance-hombre-azulmarino-1,pantalon-cargo-balance-hombre.jpg,pantalon-cargo.jpg,"Pantalón cargo de corte moderno, pensado para ofrecer comodidad, resistencia y movilidad durante la jornada laboral. Cuenta con bolsillos laterales aplicados con tabla, bolsillo trasero con tapa y ojal, y costura cañón para un acabado más firme. La cintura con pasacintos permite un ajuste seguro, mientras que los cierres de velcro en los bolsillos aportan practicidad. Confeccionado en gabardina con spandex, que combina elasticidad y durabilidad para un calce confortable y funcional. Ideal para uniformes de trabajo o uso urbano con estilo profesional.","GABARDINA C/SPANDEX 8,2 OZ - 98%ALGODÓN 2%ELASTANO"
L-OF-PAN-CBAL20,Cargo Balance H AZUL MAR 52,PRODUCTO OFFICE,PANTALON,ECOMMERCE,10,"$69,990.00","$59,491.50","$57,842.98","$23,330.00",pantalon-cargo-balance-hombre/pantalon-cargo-balance-hombre-azulmarino-1,pantalon-cargo-balance-hombre.jpg,pantalon-cargo.jpg,"Pantalón cargo de corte moderno, pensado para ofrecer comodidad, resistencia y movilidad durante la jornada laboral. Cuenta con bolsillos laterales aplicados con tabla, bolsillo trasero con tapa y ojal, y costura cañón para un acabado más firme. La cintura con pasacintos permite un ajuste seguro, mientras que los cierres de velcro en los bolsillos aportan practicidad. Confeccionado en gabardina con spandex, que combina elasticidad y durabilidad para un calce confortable y funcional. Ideal para uniformes de trabajo o uso urbano con estilo profesional.","GABARDINA C/SPANDEX 8,2 OZ - 98%ALGODÓN 2%ELASTANO"
L-OF-PAN-CBAL67,Cargo Balance H GRIS TOPO 38,PRODUCTO OFFICE,PANTALON,ECOMMERCE,9,"$69,990.00","$59,491.50","$57,842.98","$23,330.00",pantalon-cargo-balance-hombre/pantalon-cargo-balance-hombre-gristopo-1,pantalon-cargo-balance-hombre.jpg,pantalon-cargo.jpg,"Pantalón cargo de corte moderno, pensado para ofrecer comodidad, resistencia y movilidad durante la jornada laboral. Cuenta con bolsillos laterales aplicados con tabla, bolsillo trasero con tapa y ojal, y costura cañón para un acabado más firme. La cintura con pasacintos permite un ajuste seguro, mientras que los cierres de velcro en los bolsillos aportan practicidad. Confeccionado en gabardina con spandex, que combina elasticidad y durabilidad para un calce confortable y funcional. Ideal para uniformes de trabajo o uso urbano con estilo profesional.","GABARDINA C/SPANDEX 8,2 OZ - 98%ALGODÓN 2%ELASTANO"
L-OF-PAN-CBAL68,Cargo Balance H GRIS TOPO 40,PRODUCTO OFFICE,PANTALON,ECOMMERCE,17,"$69,990.00","$59,491.50","$57,842.98","$23,330.00",pantalon-cargo-balance-hombre/pantalon-cargo-balance-hombre-gristopo-1,pantalon-cargo-balance-hombre.jpg,pantalon-cargo.jpg,"Pantalón cargo de corte moderno, pensado para ofrecer comodidad, resistencia y movilidad durante la jornada laboral. Cuenta con bolsillos laterales aplicados con tabla, bolsillo trasero con tapa y ojal, y costura cañón para un acabado más firme. La cintura con pasacintos permite un ajuste seguro, mientras que los cierres de velcro en los bolsillos aportan practicidad. Confeccionado en gabardina con spandex, que combina elasticidad y durabilidad para un calce confortable y funcional. Ideal para uniformes de trabajo o uso urbano con estilo profesional.","GABARDINA C/SPANDEX 8,2 OZ - 98%ALGODÓN 2%ELASTANO"
L-OF-PAN-CBAL69,Cargo Balance H GRIS TOPO 42,PRODUCTO OFFICE,PANTALON,ECOMMERCE,36,"$69,990.00","$59,491.50","$57,842.98","$23,330.00",pantalon-cargo-balance-hombre/pantalon-cargo-balance-hombre-gristopo-1,pantalon-cargo-balance-hombre.jpg,pantalon-cargo.jpg,"Pantalón cargo de corte moderno, pensado para ofrecer comodidad, resistencia y movilidad durante la jornada laboral. Cuenta con bolsillos laterales aplicados con tabla, bolsillo trasero con tapa y ojal, y costura cañón para un acabado más firme. La cintura con pasacintos permite un ajuste seguro, mientras que los cierres de velcro en los bolsillos aportan practicidad. Confeccionado en gabardina con spandex, que combina elasticidad y durabilidad para un calce confortable y funcional. Ideal para uniformes de trabajo o uso urbano con estilo profesional.","GABARDINA C/SPANDEX 8,2 OZ - 98%ALGODÓN 2%ELASTANO"
