codigo, item, rubro, subrubro, deposito,stock,precioLista,fotos,talles,bordados
L-WW-PAN-CBO38,Cargo Bolt Hombre Negro 44,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,19,"$58,650.00",,,
L-WW-PAN-CBO39,Cargo Bolt Hombre Negro 46,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,15,"$58,650.00",,,
L-WW-PAN-CBO40,Cargo Bolt Hombre Negro 48,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,15,"$58,650.00",,,
L-WW-PAN-CBO41,Cargo Bolt Hombre Negro 50,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,10,"$58,650.00",,,
L-WW-PAN-CBO42,Cargo Bolt Hombre Negro 52,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,8,"$58,650.00",,,
L-WW-PAN-CIMP29,Cargo Impacted Unisex Azul Marino 2XL,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,12,"$65,990.00",,,
L-WW-PAN-CIMP23,Cargo Impacted Unisex Azul Marino 2XS,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,11,"$65,990.00",,,
L-WW-PAN-CIMP30,Cargo Impacted Unisex Azul Marino 3XL,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,12,"$65,990.00",,,
L-WW-PAN-CIMP27,Cargo Impacted Unisex Azul Marino L,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,12,"$65,990.00",,,
L-WW-PAN-CIMP26,Cargo Impacted Unisex Azul Marino M,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,11,"$65,990.00",,,
L-WW-PAN-CIMP25,Cargo Impacted Unisex Azul Marino S,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,10,"$65,990.00",,,
L-WW-PAN-CIMP28,Cargo Impacted Unisex Azul Marino XL,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,12,"$65,990.00",,,
L-WW-PAN-CIMP24,Cargo Impacted Unisex Azul Marino XS,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,12,"$65,990.00",,,
L-WW-PAN-CIMP7,Cargo Impacted Unisex Cemento 2XL,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,5,"$65,990.00",,,
L-WW-PAN-CIMP1,Cargo Impacted Unisex Cemento 2XS,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,5,"$65,990.00",,,
L-WW-PAN-CIMP8,Cargo Impacted Unisex Cemento 3XL,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,5,"$65,990.00",,,
L-WW-PAN-CIMP5,Cargo Impacted Unisex Cemento L,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,4,"$65,990.00",,,
L-WW-PAN-CIMP4,Cargo Impacted Unisex Cemento M,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,5,"$65,990.00",,,
L-WW-PAN-CIMP3,Cargo Impacted Unisex Cemento S,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,5,"$65,990.00",,,
L-WW-PAN-CIMP6,Cargo Impacted Unisex Cemento XL,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,5,"$65,990.00",,,
L-WW-PAN-CIMP2,Cargo Impacted Unisex Cemento XS,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,5,"$65,990.00",,,
L-WW-PAN-CIMP40,Cargo Impacted Unisex Negro 2XL,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,12,"$65,990.00",,,
L-WW-PAN-CIMP34,Cargo Impacted Unisex Negro 2XS,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,12,"$65,990.00",,,
L-WW-PAN-CIMP41,Cargo Impacted Unisex Negro 3XL,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,12,"$65,990.00",,,
L-WW-PAN-CIMP38,Cargo Impacted Unisex Negro L,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,11,"$65,990.00",,,
L-WW-PAN-CIMP37,Cargo Impacted Unisex Negro M,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,11,"$65,990.00",,,
L-WW-PAN-CIMP36,Cargo Impacted Unisex Negro S,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,9,"$65,990.00",,,
L-WW-PAN-CIMP39,Cargo Impacted Unisex Negro XL,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,10,"$65,990.00",,,
L-WW-PAN-CIMP35,Cargo Impacted Unisex Negro XS,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,11,"$65,990.00",,,
L-OF-PAN-CH-CF1,Chino Confort Fit DAMA AZUL 36,PRODUCTO OFFICE,PANTALON,ECOMMERCE,6,"$57,990.00",,,
L-OF-PAN-CH - CF2,Chino Confort Fit DAMA AZUL 38,PRODUCTO OFFICE,PANTALON,ECOMMERCE,9,"$57,990.00",,,
L-OF-PAN-CH - CF3,Chino Confort Fit DAMA AZUL 40,PRODUCTO OFFICE,PANTALON,ECOMMERCE,20,"$57,990.00",,,
L-OF-PAN-CH - CF4,Chino Confort Fit DAMA AZUL 42,PRODUCTO OFFICE,PANTALON,ECOMMERCE,20,"$57,990.00",,,
L-OF-PAN-CH - CF5,Chino Confort Fit DAMA AZUL 44,PRODUCTO OFFICE,PANTALON,ECOMMERCE,20,"$57,990.00",,,
L-OF-PAN-CH - CF6,Chino Confort Fit DAMA AZUL 46,PRODUCTO OFFICE,PANTALON,ECOMMERCE,20,"$57,990.00",,,
L-OF-PAN-CH - CF7,Chino Confort Fit DAMA AZUL 48,PRODUCTO OFFICE,PANTALON,ECOMMERCE,10,"$57,990.00",,,
L-OF-PAN-CH - CF8,Chino Confort Fit DAMA AZUL 50,PRODUCTO OFFICE,PANTALON,ECOMMERCE,8,"$57,990.00",,,
L-OF-PAN-CH - CF9,Chino Confort Fit DAMA NEGRO 36,PRODUCTO OFFICE,PANTALON,ECOMMERCE,8,"$57,990.00",,,
L-OF-PAN-CH - CF10,Chino Confort Fit DAMA NEGRO 38,PRODUCTO OFFICE,PANTALON,ECOMMERCE,9,"$57,990.00",,,
L-OF-PAN-CH - CF11,Chino Confort Fit DAMA NEGRO 40,PRODUCTO OFFICE,PANTALON,ECOMMERCE,18,"$57,990.00",,,
L-OF-PAN-CH - CF12,Chino Confort Fit DAMA NEGRO 42,PRODUCTO OFFICE,PANTALON,ECOMMERCE,20,"$57,990.00",,,
L-OF-PAN-CH - CF13,Chino Confort Fit DAMA NEGRO 44,PRODUCTO OFFICE,PANTALON,ECOMMERCE,19,"$57,990.00",,,
L-OF-PAN-CH - CF14,Chino Confort Fit DAMA NEGRO 46,PRODUCTO OFFICE,PANTALON,ECOMMERCE,20,"$57,990.00",,,
L-OF-PAN-CH - CF15,Chino Confort Fit DAMA NEGRO 48,PRODUCTO OFFICE,PANTALON,ECOMMERCE,10,"$57,990.00",,,
L-OF-PAN-CH - CF16,Chino Confort Fit DAMA NEGRO 50,PRODUCTO OFFICE,PANTALON,ECOMMERCE,10,"$57,990.00",,,
L-OF-PAN-CH - CF17,Chino Confort Fit DAMA TOSTADO 36,PRODUCTO OFFICE,PANTALON,ECOMMERCE,3,"$57,990.00",,,
L-OF-PAN-CH - CF18,Chino Confort Fit DAMA TOSTADO 38,PRODUCTO OFFICE,PANTALON,ECOMMERCE,4,"$57,990.00",,,
L-OF-PAN-CH - CF19,Chino Confort Fit DAMA TOSTADO 40,PRODUCTO OFFICE,PANTALON,ECOMMERCE,10,"$57,990.00",,,
L-OF-PAN-CH - CF20,Chino Confort Fit DAMA TOSTADO 42,PRODUCTO OFFICE,PANTALON,ECOMMERCE,9,"$57,990.00",,,
L-OF-PAN-CH - CF21,Chino Confort Fit DAMA TOSTADO 44,PRODUCTO OFFICE,PANTALON,ECOMMERCE,9,"$57,990.00",,,
L-OF-PAN-CH - CF22,Chino Confort Fit DAMA TOSTADO 46,PRODUCTO OFFICE,PANTALON,ECOMMERCE,10,"$57,990.00",,,
L-OF-PAN-CH - CF23,Chino Confort Fit DAMA TOSTADO 48,PRODUCTO OFFICE,PANTALON,ECOMMERCE,5,"$57,990.00",,,
L-OF-PAN-CH-CF24,Chino Confort Fit DAMA TOSTADO 50,PRODUCTO OFFICE,PANTALON,ECOMMERCE,5,"$57,990.00",,,
L-OF-PAN-CH - CF45,Chino Confort Fit H TOSTADO 38,PRODUCTO OFFICE,PANTALON,ECOMMERCE,5,"$59,990.00",,,
L-OF-PAN-CH - CF46,Chino Confort Fit H TOSTADO 40,PRODUCTO OFFICE,PANTALON,ECOMMERCE,5,"$59,990.00",,,
L-OF-PAN-CH - CF47,Chino Confort Fit H TOSTADO 42,PRODUCTO OFFICE,PANTALON,ECOMMERCE,8,"$59,990.00",,,
L-OF-PAN-CH - CF48,Chino Confort Fit H TOSTADO 44,PRODUCTO OFFICE,PANTALON,ECOMMERCE,10,"$59,990.00",,,
L-OF-PAN-CH - CF49,Chino Confort Fit H TOSTADO 46,PRODUCTO OFFICE,PANTALON,ECOMMERCE,10,"$59,990.00",,,
L-OF-PAN-CH - CF50,Chino Confort Fit H TOSTADO 48,PRODUCTO OFFICE,PANTALON,ECOMMERCE,10,"$59,990.00",,,
L-OF-PAN-CH - CF51,Chino Confort Fit H TOSTADO 50,PRODUCTO OFFICE,PANTALON,ECOMMERCE,5,"$59,990.00",,,
L-OF-PAN-CH - CF44,Chino Confort Fit H TOSTADO 52,PRODUCTO OFFICE,PANTALON,ECOMMERCE,4,"$59,990.00",,,
L-OF-PAN-CH - CF25,Chino Confort Fit HOMBRE AZUL 36,PRODUCTO OFFICE,PANTALON,ECOMMERCE,10,"$59,990.00",,,
L-OF-PAN-CH - CF26,Chino Confort Fit HOMBRE AZUL 38,PRODUCTO OFFICE,PANTALON,ECOMMERCE,10,"$59,990.00",,,
L-OF-PAN-CH - CF27,Chino Confort Fit HOMBRE AZUL 40,PRODUCTO OFFICE,PANTALON,ECOMMERCE,19,"$59,990.00",,,
L-OF-PAN-CH - CF28,Chino Confort Fit HOMBRE AZUL 42,PRODUCTO OFFICE,PANTALON,ECOMMERCE,20,"$59,990.00",,,
L-OF-PAN-CH - CF29,Chino Confort Fit HOMBRE AZUL 44,PRODUCTO OFFICE,PANTALON,ECOMMERCE,20,"$59,990.00",,,
L-OF-PAN-CH - CF30,Chino Confort Fit HOMBRE AZUL 46,PRODUCTO OFFICE,PANTALON,ECOMMERCE,19,"$59,990.00",,,
L-OF-PAN-CH - CF31,Chino Confort Fit HOMBRE AZUL 48,PRODUCTO OFFICE,PANTALON,ECOMMERCE,9,"$59,990.00",,,
L-OF-PAN-CH - CF32,Chino Confort Fit HOMBRE AZUL 50,PRODUCTO OFFICE,PANTALON,ECOMMERCE,10,"$59,990.00",,,
L-OF-PAN-CH - CF36,Chino Confort Fit HOMBRE NEGRO 36,PRODUCTO OFFICE,PANTALON,ECOMMERCE,10,"$59,990.00",,,
L-OF-PAN-CH - CF37,Chino Confort Fit HOMBRE NEGRO 38,PRODUCTO OFFICE,PANTALON,ECOMMERCE,10,"$59,990.00",,,
L-OF-PAN-CH - CF38,Chino Confort Fit HOMBRE NEGRO 40,PRODUCTO OFFICE,PANTALON,ECOMMERCE,19,"$59,990.00",,,
L-OF-PAN-CH - CF39,Chino Confort Fit HOMBRE NEGRO 42,PRODUCTO OFFICE,PANTALON,ECOMMERCE,19,"$59,990.00",,,
L-OF-PAN-CH - CF40,Chino Confort Fit HOMBRE NEGRO 44,PRODUCTO OFFICE,PANTALON,ECOMMERCE,20,"$59,990.00",,,
L-OF-PAN-CH - CF41,Chino Confort Fit HOMBRE NEGRO 46,PRODUCTO OFFICE,PANTALON,ECOMMERCE,18,"$59,990.00",,,
L-OF-PAN-CH - CF42,Chino Confort Fit HOMBRE NEGRO 48,PRODUCTO OFFICE,PANTALON,ECOMMERCE,9,"$59,990.00",,,
L-OF-PAN-CH - CF43,Chino Confort Fit HOMBRE NEGRO 50,PRODUCTO OFFICE,PANTALON,ECOMMERCE,10,"$59,990.00",,,
L-WW-CHO-RIB30,Chomba Ribet Unisex Azul Marino 2XL,PRODUCTO WORKWEAR,CHOMBA,ECOMMERCE,10,"$34,990.00",,,
L-WW-CHO-RIB24,Chomba Ribet Unisex Azul Marino 2XS,PRODUCTO WORKWEAR,CHOMBA,ECOMMERCE,6,"$34,990.00",,,
L-WW-CHO-RIB31,Chomba Ribet Unisex Azul Marino 3XL,PRODUCTO WORKWEAR,CHOMBA,ECOMMERCE,6,"$34,990.00",,,
L-WW-CHO-RIB28,Chomba Ribet Unisex Azul Marino L,PRODUCTO WORKWEAR,CHOMBA,ECOMMERCE,15,"$34,990.00",,,
L-WW-CHO-RIB27,Chomba Ribet Unisex Azul Marino M,PRODUCTO WORKWEAR,CHOMBA,ECOMMERCE,16,"$34,990.00",,,
L-WW-CHO-RIB26,Chomba Ribet Unisex Azul Marino S,PRODUCTO WORKWEAR,CHOMBA,ECOMMERCE,10,"$34,990.00",,,
L-WW-CHO-RIB29,Chomba Ribet Unisex Azul Marino XL,PRODUCTO WORKWEAR,CHOMBA,ECOMMERCE,16,"$34,990.00",,,
L-WW-CHO-RIB25,Chomba Ribet Unisex Azul Marino XS,PRODUCTO WORKWEAR,CHOMBA,ECOMMERCE,5,"$34,990.00",,,
L-WW-CHO-RIB19,Chomba Ribet Unisex Gris Melange 2XL,PRODUCTO WORKWEAR,CHOMBA,ECOMMERCE,10,"$34,990.00",,,
L-WW-CHO-RIB13,Chomba Ribet Unisex Gris Melange 2XS,PRODUCTO WORKWEAR,CHOMBA,ECOMMERCE,5,"$34,990.00",,,
L-WW-CHO-RIB20,Chomba Ribet Unisex Gris Melange 3XL,PRODUCTO WORKWEAR,CHOMBA,ECOMMERCE,6,"$34,990.00",,,
L-WW-CHO-RIB17,Chomba Ribet Unisex Gris Melange L,PRODUCTO WORKWEAR,CHOMBA,ECOMMERCE,16,"$34,990.00",,,
L-WW-CHO-RIB16,Chomba Ribet Unisex Gris Melange M,PRODUCTO WORKWEAR,CHOMBA,ECOMMERCE,16,"$34,990.00",,,
L-WW-CHO-RIB15,Chomba Ribet Unisex Gris Melange S,PRODUCTO WORKWEAR,CHOMBA,ECOMMERCE,6,"$34,990.00",,,
L-WW-CHO-RIB18,Chomba Ribet Unisex Gris Melange XL,PRODUCTO WORKWEAR,CHOMBA,ECOMMERCE,15,"$34,990.00",,,
L-WW-CHO-RIB14,Chomba Ribet Unisex Gris Melange XS,PRODUCTO WORKWEAR,CHOMBA,ECOMMERCE,6,"$34,990.00",,,
L-WW-CHO-RIB8,Chomba Ribet Unisex Gris topo 2XL,PRODUCTO WORKWEAR,CHOMBA,ECOMMERCE,10,"$34,990.00",,,
L-WW-CHO-RIB2,Chomba Ribet Unisex Gris topo 2XS,PRODUCTO WORKWEAR,CHOMBA,ECOMMERCE,5,"$34,990.00",,,
L-WW-CHO-RIB9,Chomba Ribet Unisex Gris topo 3XL,PRODUCTO WORKWEAR,CHOMBA,ECOMMERCE,4,"$34,990.00",,,
L-WW-CHO-RIB6,Chomba Ribet Unisex Gris topo L,PRODUCTO WORKWEAR,CHOMBA,ECOMMERCE,15,"$34,990.00",,,
L-WW-CHO-RIB5,Chomba Ribet Unisex Gris topo M,PRODUCTO WORKWEAR,CHOMBA,ECOMMERCE,15,"$34,990.00",,,
L-WW-CHO-RIB4,Chomba Ribet Unisex Gris topo S,PRODUCTO WORKWEAR,CHOMBA,ECOMMERCE,10,"$34,990.00",,,
L-WW-CHO-RIB7,Chomba Ribet Unisex Gris topo XL,PRODUCTO WORKWEAR,CHOMBA,ECOMMERCE,15,"$34,990.00",,,
L-WW-CHO-RIB3,Chomba Ribet Unisex Gris topo XS,PRODUCTO WORKWEAR,CHOMBA,ECOMMERCE,6,"$34,990.00",,,
L-WW-CHO-RIB41,Chomba Ribet Unisex Negro 2XL,PRODUCTO WORKWEAR,CHOMBA,ECOMMERCE,10,"$34,990.00",,,
L-WW-CHO-RIB35,Chomba Ribet Unisex Negro 2XS,PRODUCTO WORKWEAR,CHOMBA,ECOMMERCE,5,"$34,990.00",,,
L-WW-CHO-RIB42,Chomba Ribet Unisex Negro 3XL,PRODUCTO WORKWEAR,CHOMBA,ECOMMERCE,6,"$34,990.00",,,
L-WW-CHO-RIB39,Chomba Ribet Unisex Negro L,PRODUCTO WORKWEAR,CHOMBA,ECOMMERCE,16,"$34,990.00",,,
L-WW-CHO-RIB38,Chomba Ribet Unisex Negro M,PRODUCTO WORKWEAR,CHOMBA,ECOMMERCE,15,"$34,990.00",,,
L-WW-CHO-RIB37,Chomba Ribet Unisex Negro S,PRODUCTO WORKWEAR,CHOMBA,ECOMMERCE,9,"$34,990.00",,,
L-WW-CHO-RIB40,Chomba Ribet Unisex Negro XL,PRODUCTO WORKWEAR,CHOMBA,ECOMMERCE,16,"$34,990.00",,,
L-WW-CHO-RIB36,Chomba Ribet Unisex Negro XS,PRODUCTO WORKWEAR,CHOMBA,ECOMMERCE,6,"$34,990.00",,,
L-WW-PAN-JFL12,Jean Flow Dama Lavado Oscuro 34,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,15,"$54,990.00",,,
L-WW-PAN-JFL13,Jean Flow Dama Lavado Oscuro 36,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,10,"$54,990.00",,,
L-WW-PAN-JFL14,Jean Flow Dama Lavado Oscuro 38,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,20,"$54,990.00",,,
L-WW-PAN-JFL15,Jean Flow Dama Lavado Oscuro 40,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,20,"$54,990.00",,,
L-WW-PAN-JFL16,Jean Flow Dama Lavado Oscuro 42,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,20,"$54,990.00",,,
L-WW-PAN-JFL17,Jean Flow Dama Lavado Oscuro 44,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,19,"$54,990.00",,,
L-WW-PAN-JFL18,Jean Flow Dama Lavado Oscuro 46,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,10,"$54,990.00",,,
L-WW-PAN-JFL19,Jean Flow Dama Lavado Oscuro 48,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,9,"$54,990.00",,,
L-WW-PAN-JFL2,Jean Flow Hombre Lavado Oscuro 38,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,18,"$55,990.00",,,
L-WW-PAN-JFL3,Jean Flow Hombre Lavado Oscuro 40,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,34,"$55,990.00",,,
L-WW-PAN-JFL4,Jean Flow Hombre Lavado Oscuro 42,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,49,"$55,990.00",,,
L-WW-PAN-JFL5,Jean Flow Hombre Lavado Oscuro 44,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,45,"$55,990.00",,,
L-WW-PAN-JFL6,Jean Flow Hombre Lavado Oscuro 46,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,49,"$55,990.00",,,
L-WW-PAN-JFL7,Jean Flow Hombre Lavado Oscuro 48,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,38,"$55,990.00",,,
L-WW-PAN-JFL8,Jean Flow Hombre Lavado Oscuro 50,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,30,"$55,990.00",,,
L-WW-PAN-JFL9,Jean Flow Hombre Lavado Oscuro 52,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,19,"$55,990.00",,,
L-WW-REM-BASS20,Remera Base Unisex Azul Marino 2XL,PRODUCTO WORKWEAR,REMERA,ECOMMERCE,20,"$19,990.00",,,
L-WW-REM-BASS52,Remera Base Unisex Azul Marino 2XS,PRODUCTO WORKWEAR,REMERA,ECOMMERCE,9,"$19,990.00",,,
L-WW-REM-BASS21,Remera Base Unisex Azul Marino 3XL,PRODUCTO WORKWEAR,REMERA,ECOMMERCE,10,"$19,990.00",,,
L-WW-REM-BASS18,Remera Base Unisex Azul Marino L,PRODUCTO WORKWEAR,REMERA,ECOMMERCE,30,"$19,990.00",,,
L-WW-REM-BASS17,Remera Base Unisex Azul Marino M,PRODUCTO WORKWEAR,REMERA,ECOMMERCE,30,"$19,990.00",,,
L-WW-REM-BASS16,Remera Base Unisex Azul Marino S,PRODUCTO WORKWEAR,REMERA,ECOMMERCE,20,"$19,990.00",,,
L-WW-REM-BASS19,Remera Base Unisex Azul Marino XL,PRODUCTO WORKWEAR,REMERA,ECOMMERCE,30,"$19,990.00",,,
L-WW-REM-BASS15,Remera Base Unisex Azul Marino XS,PRODUCTO WORKWEAR,REMERA,ECOMMERCE,10,"$19,990.00",,,
L-WW-REM-BASS34,Remera Base Unisex Blanco 2XL,PRODUCTO WORKWEAR,REMERA,ECOMMERCE,8,"$19,990.00",,,
L-WW-REM-BASS53,Remera Base Unisex Blanco 2XS,PRODUCTO WORKWEAR,REMERA,ECOMMERCE,6,"$19,990.00",,,
L-WW-REM-BASS35,Remera Base Unisex Blanco 3XL,PRODUCTO WORKWEAR,REMERA,ECOMMERCE,6,"$19,990.00",,,
L-WW-REM-BASS32,Remera Base Unisex Blanco L,PRODUCTO WORKWEAR,REMERA,ECOMMERCE,6,"$19,990.00",,,
L-WW-REM-BASS31,Remera Base Unisex Blanco M,PRODUCTO WORKWEAR,REMERA,ECOMMERCE,16,"$19,990.00",,,
L-WW-REM-BASS30,Remera Base Unisex Blanco S,PRODUCTO WORKWEAR,REMERA,ECOMMERCE,10,"$19,990.00",,,
L-WW-REM-BASS33,Remera Base Unisex Blanco XL,PRODUCTO WORKWEAR,REMERA,ECOMMERCE,16,"$19,990.00",,,
L-WW-REM-BASS29,Remera Base Unisex Blanco XS,PRODUCTO WORKWEAR,REMERA,ECOMMERCE,6,"$19,990.00",,,
L-WW-REM-BASS13,Remera Base Unisex Gris Melange 2XL,PRODUCTO WORKWEAR,REMERA,ECOMMERCE,20,"$19,990.00",,,
L-WW-REM-BASS48,Remera Base Unisex Gris Melange 2XS,PRODUCTO WORKWEAR,REMERA,ECOMMERCE,10,"$19,990.00",,,
L-WW-REM-BASS14,Remera Base Unisex Gris Melange 3XL,PRODUCTO WORKWEAR,REMERA,ECOMMERCE,10,"$19,990.00",,,
L-WW-REM-BASS11,Remera Base Unisex Gris Melange L,PRODUCTO WORKWEAR,REMERA,ECOMMERCE,29,"$19,990.00",,,
L-WW-REM-BASS10,Remera Base Unisex Gris Melange M,PRODUCTO WORKWEAR,REMERA,ECOMMERCE,29,"$19,990.00",,,
L-WW-REM-BASS9,Remera Base Unisex Gris Melange S,PRODUCTO WORKWEAR,REMERA,ECOMMERCE,20,"$19,990.00",,,
L-WW-REM-BASS12,Remera Base Unisex Gris Melange XL,PRODUCTO WORKWEAR,REMERA,ECOMMERCE,30,"$19,990.00",,,
L-WW-REM-BASS8,Remera Base Unisex Gris Melange XS,PRODUCTO WORKWEAR,REMERA,ECOMMERCE,10,"$19,990.00",,,
L-WW-REM-BASS27,Remera Base Unisex Negro 2XL,PRODUCTO WORKWEAR,REMERA,ECOMMERCE,20,"$19,990.00",,,
L-WW-REM-BASS49,Remera Base Unisex Negro 2XS,PRODUCTO WORKWEAR,REMERA,ECOMMERCE,9,"$19,990.00",,,
L-WW-REM-BASS28,Remera Base Unisex Negro 3XL,PRODUCTO WORKWEAR,REMERA,ECOMMERCE,10,"$19,990.00",,,
L-WW-REM-BASS25,Remera Base Unisex Negro L,PRODUCTO WORKWEAR,REMERA,ECOMMERCE,30,"$19,990.00",,,
L-WW-REM-BASS24,Remera Base Unisex Negro M,PRODUCTO WORKWEAR,REMERA,ECOMMERCE,29,"$19,990.00",,,
L-WW-REM-BASS23,Remera Base Unisex Negro S,PRODUCTO WORKWEAR,REMERA,ECOMMERCE,20,"$19,990.00",,,
L-WW-REM-BASS26,Remera Base Unisex Negro XL,PRODUCTO WORKWEAR,REMERA,ECOMMERCE,30,"$19,990.00",,,
L-WW-REM-BASS22,Remera Base Unisex Negro XS,PRODUCTO WORKWEAR,REMERA,ECOMMERCE,10,"$19,990.00",,,
L-OF-REM-GEN18,Remera Gentle Dama BLANCO 2XL,PRODUCTO OFFICE,REMERA,ECOMMERCE,5,"$23,990.00",,,
L-OF-REM-GEN19,Remera Gentle Dama BLANCO 3XL,PRODUCTO OFFICE,REMERA,ECOMMERCE,3,"$23,990.00",,,
L-OF-REM-GEN16,Remera Gentle Dama BLANCO L,PRODUCTO OFFICE,REMERA,ECOMMERCE,4,"$23,990.00",,,
L-OF-REM-GEN15,Remera Gentle Dama BLANCO M,PRODUCTO OFFICE,REMERA,ECOMMERCE,4,"$23,990.00",,,
L-OF-REM-GEN14,Remera Gentle Dama BLANCO S,PRODUCTO OFFICE,REMERA,ECOMMERCE,1,"$23,990.00",,,
L-OF-REM-GEN17,Remera Gentle Dama BLANCO XL,PRODUCTO OFFICE,REMERA,ECOMMERCE,5,"$23,990.00",,,
L-OF-REM-GEN6,Remera Gentle Dama NEGRO 2XL,PRODUCTO OFFICE,REMERA,ECOMMERCE,5,"$23,990.00",,,
L-OF-REM-GEN20,Remera Gentle Dama NEGRO 3XL,PRODUCTO OFFICE,REMERA,ECOMMERCE,3,"$23,990.00",,,
L-OF-REM-GEN4,Remera Gentle Dama NEGRO L,PRODUCTO OFFICE,REMERA,ECOMMERCE,5,"$23,990.00",,,
L-OF-REM-GEN3,Remera Gentle Dama NEGRO M,PRODUCTO OFFICE,REMERA,ECOMMERCE,5,"$23,990.00",,,
L-OF-REM-GEN2,Remera Gentle Dama NEGRO S,PRODUCTO OFFICE,REMERA,ECOMMERCE,3,"$23,990.00",,,
L-OF-REM-GEN5,Remera Gentle Dama NEGRO XL,PRODUCTO OFFICE,REMERA,ECOMMERCE,5,"$23,990.00",,,
L-WW-CA-ROMP7,Rompevientos Rager Unisex Gris T 2XL,PRODUCTO WORKWEAR,CAMPERA,ECOMMERCE,10,"$65,990.00",,,
L-WW-CA-ROMP1,Rompevientos Rager Unisex Gris T 2XS,PRODUCTO WORKWEAR,CAMPERA,ECOMMERCE,7,"$65,990.00",,,
L-WW-CA-ROMP8,Rompevientos Rager Unisex Gris T 3XL,PRODUCTO WORKWEAR,CAMPERA,ECOMMERCE,8,"$65,990.00",,,
L-WW-CA-ROMP5,Rompevientos Rager Unisex Gris T L,PRODUCTO WORKWEAR,CAMPERA,ECOMMERCE,10,"$65,990.00",,,
L-WW-CA-ROMP4,Rompevientos Rager Unisex Gris T M,PRODUCTO WORKWEAR,CAMPERA,ECOMMERCE,5,"$65,990.00",,,
L-WW-CA-ROMP3,Rompevientos Rager Unisex Gris T S,PRODUCTO WORKWEAR,CAMPERA,ECOMMERCE,8,"$65,990.00",,,
L-WW-CA-ROMP6,Rompevientos Rager Unisex Gris T XL,PRODUCTO WORKWEAR,CAMPERA,ECOMMERCE,9,"$65,990.00",,,
L-WW-CA-ROMP2,Rompevientos Rager Unisex Gris T XS,PRODUCTO WORKWEAR,CAMPERA,ECOMMERCE,7,"$65,990.00",,,
L-WW-CA-ROMP23,Rompevientos Rager Unisex Negro 2XL,PRODUCTO WORKWEAR,CAMPERA,ECOMMERCE,18,"$65,990.00",,,
L-WW-CA-ROMP17,Rompevientos Rager Unisex Negro 2XS,PRODUCTO WORKWEAR,CAMPERA,ECOMMERCE,5,"$65,990.00",,,
L-WW-CA-ROMP24,Rompevientos Rager Unisex Negro 3XL,PRODUCTO WORKWEAR,CAMPERA,ECOMMERCE,7,"$65,990.00",,,
L-WW-CA-ROMP21,Rompevientos Rager Unisex Negro L,PRODUCTO WORKWEAR,CAMPERA,ECOMMERCE,29,"$65,990.00",,,
L-WW-CA-ROMP20,Rompevientos Rager Unisex Negro M,PRODUCTO WORKWEAR,CAMPERA,ECOMMERCE,29,"$65,990.00",,,
